7.3382031055419791e+18	3.3333333333333326e-01
-2.8018593675705743e+18	1.9999999999999996e-01
1.0698008494360371e+18	1.4285714285714279e-01
-4.0846941523921408e+17	1.1111111111111116e-01
1.559610494549727e+17	9.0909090909090828e-02
-5.9548764337353208e+16	7.6923076923076872e-02
2.2736800928807596e+16	6.6666666666666652e-02
-8.681323990999257e+15	5.8823529411764719e-02
3.314687342017897e+15	5.2631578947368363e-02
-1.265607894225016e+15	4.7619047619047672e-02
4.8323210506773344e+14	4.3478260869565188e-02
-1.8450680375313444e+14	4.0000000000000036e-02
7.0448052342105891e+13	3.7037037037036979e-02
-2.6898347257894977e+13	3.4482758620689724e-02
1.027027804392358e+13	3.2258064516129004e-02
-3.9213788894980542e+12	3.0303030303030276e-02
1.4972537578083828e+12	2.857142857142847e-02
-5.7167870752680432e+11	2.7027027027026973e-02
2.1827732469208282e+11	2.564102564102555e-02
-8.3342251246039825e+10	2.4390243902439046e-02
3.1821586839423195e+10	2.3255813953488413e-02
-1.2150060429573606e+10	2.2222222222222143e-02
4.6391139822234821e+09	2.1276595744680771e-02
-1.7712980659188194e+09	2.0408163265306145e-02
6.7631380700673759e+08	1.9607843137254832e-02
-2.5822890811171681e+08	1.8867924528301883e-02
9.859649220488438e+07	1.8181818181818077e-02
-3.7645933371838287e+07	1.7543859649122862e-02
1.4373901847124934e+07	1.6949152542372836e-02
-5.4882170558545459e+06	1.6393442622950838e-02
2.0955010695845394e+06	1.5873015873015817e-02
-8.001003976102341e+05	1.538461538461533e-02
3.0549288877625082e+05	1.4925373134328401e-02
-1.1664273072444496e+05	1.449275362318847e-02
4.4536322953298491e+04	1.4084507042253502e-02
-1.7004771292177022e+04	1.3698630136986356e-02
6.4927364106447321e+03	1.3333333333333419e-02
-2.4790402563158982e+03	1.298701298701288e-02
9.4654620682129178e+02	1.2658227848101333e-02
-3.6140597594213153e+02	1.2345679012345734e-02
1.3799296112245855e+02	1.2048192771084265e-02
-5.2687623112667389e+01	1.1764705882352899e-02
2.0116694605329869e+01	1.1494252873563315e-02
-7.682323516720067	1.1235955056179803e-02
2.9308278901797444	1.098901098901095e-02
-1.1225024798753762	1.0752688172043001e-02
4.2407545052403028e-01	1.0526315789473717e-02
-1.6751889698004097e-01	1.0309278350515427e-02
5.7249582316154513e-02	1.0101010101010166e-02
-2.9719576204091713e-02	9.9009900990099098e-03
2.2971246026373127e-03	9.7087378640776656e-03
-1.1164903119209812e-02	9.5238095238094900e-03
-7.3173534894713788e-03	9.3457943925232545e-03
-1.0142318232532532e-02	9.1743119266054496e-03
-1.0492437123226783e-02	9.009009009008917e-03
-1.1871983564362365e-02	8.8495575221239076e-03
-1.2952880192135918e-02	8.6956521739129933e-03
-1.4264610489928997e-02	8.5470085470085166e-03
-1.5607378810004291e-02	8.4033613445377853e-03
-1.7119078413096345e-02	8.2644628099173278e-03
-1.8663361587566318e-02	8.1300813008129413e-03
-2.0506323090342282e-02	8.0000000000000071e-03
-2.2505149258316814e-02	7.8740157480314821e-03
-2.4468551363058477e-02	7.7519379844961378e-03
-2.8129203796903979e-02	7.6335877862594437e-03
-2.7069585350024794e-02	7.5187969924812581e-03
-2.3636225342323347e-02	7.4074074074073071e-03
-6.4680649908947063e-02	7.2992700729928028e-03
-5.5058555558231692e-02	7.194244604316502e-03
-5.1854608519182444e-02	7.0921985815601829e-03
2.0648729602751548e-02	6.9930069930070893e-03
-1.4773809092045331e-01	6.8965517241379448e-03
1.2115468427790965e-01	6.8027210884353817e-03
-7.5035072610030984e-01	6.7114093959732557e-03
1.3078924871165363	6.6225165562914245e-03
-6.8104637824650649e-01	6.5359477124182774e-03
-1.5621450897084777	6.4516129032257119e-03
1.2153932383992294	6.3694267515923553e-03
-1.548185919731689	6.2893081761006275e-03
-1.2308441955196829	6.2111801242235032e-03
2.9660815846632516	6.1349693251533388e-03
-4.9271351325439001	6.0606060606060996e-03
5.8203495334069588	5.9880239520957446e-03
8.4254704682772674e-01	5.9171597633136397e-03
-1.5178165030301793	5.8479532163742132e-03
3.7757311999141718e-01	5.7803468208093012e-03
1.1350530935562086e-01	5.7142857142857828e-03
1.1061808849474808e-01	5.6497175141243527e-03
1.0499197230012181e-01	5.5865921787709993e-03
9.9314763397980066e-02	5.5248618784531356e-03
9.3840120688467588e-02	5.464480874316946e-03
8.8682799768517118e-02	5.4054054054053502e-03
8.3886030861839878e-02	5.3475935828877219e-03
7.9451280072046382e-02	5.2910052910053462e-03
7.5361136325674982e-02	5.2356020942407877e-03
7.1589243004318792e-02	5.1813471502590858e-03
6.8106778322161388e-02	5.1282051282051100e-03
6.4885272087037871e-02	5.0761421319795996e-03
6.1898112386888693e-02	5.0251256281406143e-03
5.912108217987555e-02	4.9751243781095411e-03
5.6532484957199092e-02	4.9261083743843415e-03
5.411304539410855e-02	4.8780487804878092e-03
5.1845715171621176e-02	4.8309178743961567e-03
4.971544226038227e-02	4.7846889952152249e-03
4.7708940292926938e-02	4.7393364928909332e-03
4.5814470878297486e-02	4.6948356807512415e-03
4.4021647089681037e-02	4.6511627906977715e-03
4.2321259307206427e-02	4.6082949308756671e-03
4.0705122810332117e-02	4.5662100456620447e-03
3.9165945581174588e-02	4.5248868778280382e-03
3.7697214004696278e-02	4.484304932735439e-03
3.6293094294869377e-02	4.4444444444444731e-03
3.4948347551220227e-02	4.405286343612369e-03
3.3658256504400796e-02	4.366812227074135e-03
3.2418562314521226e-02	4.3290043290042934e-03
3.1225409932617687e-02	4.2918454935623185e-03
3.0075300793950932e-02	4.2553191489360653e-03
2.896505177013875e-02	4.2194092827003704e-03
2.7891759469574229e-02	4.1841004184099972e-03
2.6852769118908659e-02	4.1493775933609811e-03
2.5845647371490976e-02	4.115226337448652e-03
2.4868158487770131e-02	4.0816326530612734e-03
2.391824341765636e-02	4.0485829959513442e-03
2.2994001385026497e-02	4.0160642570281624e-03
2.2093673634019373e-02	3.9840637450199168e-03
2.1215629047036222e-02	3.9525691699604515e-03
2.0358351386644546e-02	3.9215686274509665e-03
1.9520427949102359e-02	3.8910505836575737e-03
1.8700539447554121e-02	3.8610038610038533e-03
1.7897450968245021e-02	3.8314176245211051e-03
1.7110003864827084e-02	3.8022813688212143e-03
1.6337108474075768e-02	3.7735849056603765e-03
1.5577737552004089e-02	3.7453183520599342e-03
1.4830920342530085e-02	3.7174721189590088e-03
1.4095737202300729e-02	3.6900369003689537e-03
1.3371314714829774e-02	3.6630036630036500e-03
1.2656821235506932e-02	3.6363636363636598e-03
1.1951462816002900e-02	3.6101083032491488e-03
1.1254479462828426e-02	3.5842293906809264e-03
1.0565141689863999e-02	3.558718861210064e-03
9.8827473293210399e-03	3.5335689045936647e-03
9.2066185693213676e-03	3.5087719298245723e-03
8.5360991896514804e-03	3.4843205574912606e-03
7.8705519700625892e-03	3.4602076124568004e-03
7.209356247873222e-03	3.4364261168384758e-03
6.5519056037268708e-03	3.4129692832765013e-03
5.8976056560453571e-03	3.3898305084745228e-03
5.2458719461907499e-03	3.3670033670034627e-03
4.5961278975330533e-03	3.3444816053511683e-03
3.947802832569014e-03	3.3222591362125353e-03
